t_ms,peak_value,baseline,height,width_ms,rise_slope,fall_slope,is_lens_like
29551.0,5.0,2.0,3.0,344.0,0.02040816326530612,-0.015228426395939087,False
29553.0,5.0,2.0,3.0,344.0,0.020134228187919462,-0.015384615384615385,False
29560.0,5.0,2.0,3.0,344.0,0.019230769230769232,-0.015957446808510637,False
29592.0,7.0,3.0,4.0,255.0,0.028985507246376812,-0.03418803418803419,False
29598.0,7.0,3.0,4.0,255.0,0.027777777777777776,-0.036036036036036036,False
29649.0,6.0,3.0,3.0,255.0,0.015384615384615385,-0.05,False
29657.0,6.0,3.0,3.0,255.0,0.014778325123152709,-0.057692307692307696,False
29664.0,6.0,3.0,3.0,255.0,0.014285714285714285,-0.06666666666666667,False
29689.0,5.0,2.0,3.0,344.0,0.010526315789473684,-0.05084745762711865,False
29693.0,5.0,2.0,3.0,344.0,0.010380622837370242,-0.05454545454545454,False
29698.0,5.0,2.0,3.0,344.0,0.01020408163265306,-0.06,False
29702.0,5.0,2.0,3.0,344.0,0.010067114093959731,-0.06521739130434782,False
34403.0,5.0,2.0,3.0,1109.0,0.07692307692307693,-0.002803738317757009,False
34406.0,5.0,2.0,3.0,1109.0,0.07142857142857142,-0.0028116213683223993,False
34413.0,5.0,2.0,3.0,1109.0,0.061224489795918366,-0.002830188679245283,False
34425.0,5.0,2.0,3.0,1109.0,0.04918032786885246,-0.0028625954198473282,False
34434.0,5.0,2.0,3.0,1109.0,0.04285714285714286,-0.0028873917228103944,False
34438.0,5.0,2.0,3.0,1109.0,0.04054054054054054,-0.002898550724637681,False
34508.0,5.0,2.0,3.0,1109.0,0.020833333333333332,-0.0031088082901554403,False
34520.0,6.0,3.0,3.0,54.0,0.13043478260869565,-0.0967741935483871,False
34531.0,7.0,3.0,4.0,54.0,0.11764705882352941,-0.2,False
34924.0,5.0,2.0,3.0,1109.0,0.005357142857142857,-0.00546448087431694,False
34938.0,5.0,2.0,3.0,1109.0,0.005226480836236934,-0.005607476635514018,False
34941.0,5.0,2.0,3.0,1109.0,0.005199306759098787,-0.005639097744360902,False
34951.0,5.0,2.0,3.0,1109.0,0.005110732538330494,-0.005747126436781609,False
34962.0,5.0,2.0,3.0,1109.0,0.005016722408026756,-0.005870841487279843,False
34981.0,5.0,2.0,3.0,1109.0,0.004862236628849271,-0.006097560975609756,False
34983.0,5.0,2.0,3.0,1109.0,0.004846526655896607,-0.006122448979591836,False
